Category,Cluster_Number,Color,Customer ID,Discount Applied,Frequency of Purchases,Gender,Item Purchased,Location,Payment Method,Preferred Payment Method,Promo Code Used,Season,Shipping Type,Size,Subscription Status,Age,Previous Purchases,Purchase Amount (USD),Review Rating
Footwear,Cluster 2,Teal,3411,No,Bi-Weekly,Female,Sandals,Ohio,PayPal,Bank Transfer,No,Summer,Free Shipping,L,No,50,38,76,4.3
Footwear,Cluster 2,Gray,3412,No,Weekly,Female,Shoes,New York,Venmo,Cash,No,Winter,2-Day Shipping,L,No,29,45,56,4.9
Footwear,Cluster 2,Magenta,3413,No,Quarterly,Female,Sandals,Indiana,Credit Card,Venmo,No,Fall,Store Pickup,M,No,61,31,83,3.8
Accessories,Cluster 1,Black,3414,No,Bi-Weekly,Female,Gloves,Delaware,Cash,PayPal,No,Winter,Express,XL,No,34,16,90,2.5
Footwear,Cluster 2,Maroon,3415,No,Quarterly,Female,Boots,Connecticut,Venmo,Bank Transfer,No,Spring,Next Day Air,M,No,27,3,94,4.9
Clothing,Cluster 1,Gold,3416,No,Annually,Female,Blouse,New York,Credit Card,Bank Transfer,No,Fall,2-Day Shipping,M,No,38,15,68,3
Footwear,Cluster 2,Purple,3417,No,Every 3 Months,Female,Sandals,Alabama,PayPal,Bank Transfer,No,Spring,Store Pickup,M,No,25,11,53,3.2
Outerwear,Cluster 2,Blue,3418,No,Fortnightly,Female,Coat,Massachusetts,PayPal,Debit Card,No,Summer,2-Day Shipping,M,No,54,22,35,2.9
Outerwear,Cluster 2,Beige,3419,No,Annually,Female,Jacket,South Carolina,Cash,Debit Card,No,Summer,Free Shipping,M,No,53,35,30,2.8
Accessories,Cluster 1,Indigo,3420,No,Bi-Weekly,Female,Jewelry,West Virginia,Venmo,Venmo,No,Winter,Store Pickup,L,No,23,5,26,3.1
Accessories,Cluster 1,Purple,3421,No,Bi-Weekly,Female,Hat,Kentucky,Debit Card,PayPal,No,Winter,Express,M,No,19,35,60,3.4
Footwear,Cluster 2,Maroon,3422,No,Weekly,Female,Shoes,New Jersey,PayPal,PayPal,No,Summer,Free Shipping,M,No,57,27,30,2.9
Outerwear,Cluster 2,Beige,3423,No,Monthly,Female,Coat,New York,Credit Card,Venmo,No,Winter,Next Day Air,L,No,19,9,91,3.2
Footwear,Cluster 2,Brown,3424,No,Bi-Weekly,Female,Boots,Massachusetts,Venmo,PayPal,No,Spring,Next Day Air,M,No,33,21,71,3.8
Accessories,Cluster 1,Green,3425,No,Monthly,Female,Scarf,Florida,Venmo,Credit Card,No,Summer,2-Day Shipping,L,No,33,23,64,3.6
Accessories,Cluster 1,Blue,3426,No,Bi-Weekly,Female,Hat,Michigan,Bank Transfer,Debit Card,No,Summer,Next Day Air,M,No,38,3,54,4.3
Clothing,Cluster 1,Magenta,3427,No,Annually,Female,Socks,Oregon,PayPal,Credit Card,No,Fall,2-Day Shipping,XL,No,47,31,35,4.8
Clothing,Cluster 1,Turquoise,3428,No,Annually,Female,T-shirt,Michigan,Bank Transfer,Cash,No,Winter,Store Pickup,XL,No,39,44,38,2.5
Accessories,Cluster 1,Gray,3429,No,Monthly,Female,Jewelry,Washington,Debit Card,Venmo,No,Fall,Next Day Air,M,No,32,20,69,2.5
Clothing,Cluster 1,Purple,3430,No,Weekly,Female,Skirt,Alaska,Debit Card,Debit Card,No,Winter,Express,S,No,27,34,96,4.6
Clothing,Cluster 1,Lavender,3431,No,Every 3 Months,Female,Socks,Montana,Credit Card,Bank Transfer,No,Winter,Next Day Air,M,No,67,17,73,4.2
Accessories,Cluster 1,Green,3432,No,Annually,Female,Belt,New Mexico,Cash,Venmo,No,Summer,Express,S,No,46,20,49,4.2
Footwear,Cluster 2,Gray,3433,No,Every 3 Months,Female,Boots,Connecticut,Credit Card,PayPal,No,Summer,2-Day Shipping,M,No,36,46,44,4.8
Clothing,Cluster 1,Yellow,3434,No,Annually,Female,Socks,Alaska,Cash,PayPal,No,Spring,Free Shipping,M,No,62,28,93,4.5
Clothing,Cluster 1,Orange,3435,No,Fortnightly,Female,Pants,Ohio,PayPal,Venmo,No,Summer,2-Day Shipping,S,No,31,6,72,3.3
Clothing,Cluster 1,Beige,3436,No,Bi-Weekly,Female,Socks,Montana,Debit Card,Debit Card,No,Summer,2-Day Shipping,M,No,68,50,91,2.7
Accessories,Cluster 1,Peach,3437,No,Monthly,Female,Belt,Nebraska,Venmo,Bank Transfer,No,Winter,2-Day Shipping,L,No,57,41,83,2.8
Outerwear,Cluster 2,Green,3438,No,Annually,Female,Jacket,Oklahoma,Venmo,PayPal,No,Winter,2-Day Shipping,S,No,22,50,62,3.5
Clothing,Cluster 1,Violet,3439,No,Monthly,Female,Shirt,Kentucky,Debit Card,Credit Card,No,Fall,Store Pickup,M,No,26,33,71,3
Accessories,Cluster 1,Gray,3440,No,Quarterly,Female,Gloves,Idaho,Cash,Venmo,No,Summer,Express,M,No,43,25,93,4.5
Accessories,Cluster 1,Magenta,3441,No,Weekly,Female,Handbag,Maryland,Credit Card,PayPal,No,Fall,2-Day Shipping,L,No,45,2,63,4.3
Clothing,Cluster 1,Charcoal,3442,No,Annually,Female,Sweater,Tennessee,Debit Card,Credit Card,No,Fall,Standard,XL,No,64,15,96,4.1
Clothing,Cluster 1,Violet,3443,No,Weekly,Female,Skirt,Michigan,Venmo,PayPal,No,Spring,Next Day Air,M,No,28,12,78,4.3
Clothing,Cluster 1,Silver,3444,No,Bi-Weekly,Female,Dress,Tennessee,PayPal,Cash,No,Summer,Free Shipping,L,No,47,28,24,5
Clothing,Cluster 1,Green,3445,No,Bi-Weekly,Female,Pants,Rhode Island,Cash,Bank Transfer,No,Summer,2-Day Shipping,S,No,53,12,63,3.8
Accessories,Cluster 1,Magenta,3446,No,Annually,Female,Hat,Florida,Venmo,Debit Card,No,Fall,Standard,M,No,42,3,58,4.9
Footwear,Cluster 2,Purple,3447,No,Weekly,Female,Boots,Louisiana,Debit Card,Cash,No,Spring,2-Day Shipping,S,No,51,20,55,5
Footwear,Cluster 2,Blue,3448,No,Bi-Weekly,Female,Sandals,Arkansas,Debit Card,Bank Transfer,No,Fall,Express,M,No,62,3,58,4.3
Outerwear,Cluster 2,Yellow,3449,No,Fortnightly,Female,Coat,Kentucky,PayPal,Bank Transfer,No,Winter,Express,S,No,18,32,28,4.1
Clothing,Cluster 1,Brown,3450,No,Monthly,Female,Blouse,Kansas,PayPal,Cash,No,Spring,Standard,M,No,48,35,37,4.5
Clothing,Cluster 1,Pink,3451,No,Monthly,Female,Shorts,Vermont,PayPal,PayPal,No,Spring,Store Pickup,M,No,20,31,78,3.6
Clothing,Cluster 1,Silver,3452,No,Annually,Female,Blouse,Nevada,Bank Transfer,Credit Card,No,Fall,Free Shipping,XL,No,32,13,73,3
Outerwear,Cluster 2,Indigo,3453,No,Fortnightly,Female,Jacket,Oklahoma,Credit Card,Venmo,No,Spring,Next Day Air,M,No,26,3,20,3.7
Clothing,Cluster 1,Pink,3454,No,Bi-Weekly,Female,Shirt,Alabama,Venmo,Venmo,No,Winter,Standard,L,No,31,48,60,4.3
Accessories,Cluster 1,Lavender,3455,No,Bi-Weekly,Female,Handbag,Louisiana,Cash,PayPal,No,Fall,Store Pickup,S,No,55,15,71,4.6
Clothing,Cluster 1,Orange,3456,No,Annually,Female,T-shirt,Ohio,Bank Transfer,Venmo,No,Fall,Standard,M,No,49,13,89,4.7
Clothing,Cluster 1,Red,3457,No,Monthly,Female,Hoodie,Texas,Bank Transfer,Venmo,No,Fall,Express,M,No,42,21,53,4.6
Accessories,Cluster 1,Gray,3458,No,Fortnightly,Female,Jewelry,Maryland,Bank Transfer,Cash,No,Summer,Express,M,No,64,29,87,3
Accessories,Cluster 2,Violet,3459,No,Quarterly,Female,Jewelry,West Virginia,PayPal,Venmo,No,Spring,Standard,L,No,68,24,37,3.4
Clothing,Cluster 1,Green,3460,No,Annually,Female,Hoodie,Ohio,Venmo,PayPal,No,Fall,Express,L,No,68,21,37,3.8
Accessories,Cluster 2,Gold,3461,No,Bi-Weekly,Female,Scarf,Indiana,Credit Card,Bank Transfer,No,Spring,Express,M,No,41,5,78,3.1
Footwear,Cluster 2,Maroon,3462,No,Quarterly,Female,Shoes,Wyoming,Venmo,Cash,No,Spring,Standard,S,No,51,47,23,4.4
Clothing,Cluster 1,Olive,3463,No,Every 3 Months,Female,Jeans,Michigan,Bank Transfer,Credit Card,No,Spring,Standard,L,No,44,34,73,4.5
Accessories,Cluster 1,Yellow,3464,No,Fortnightly,Female,Jewelry,Maine,Debit Card,PayPal,No,Fall,2-Day Shipping,M,No,27,45,27,2.8
Outerwear,Cluster 2,Peach,3465,No,Annually,Female,Coat,Utah,Debit Card,PayPal,No,Winter,Next Day Air,S,No,36,12,59,2.7
Accessories,Cluster 2,Gold,3466,No,Weekly,Female,Backpack,Iowa,Bank Transfer,Debit Card,No,Spring,Standard,M,No,19,31,53,3.4
Clothing,Cluster 1,Purple,3467,No,Annually,Female,Socks,Maryland,Debit Card,Bank Transfer,No,Summer,Standard,S,No,49,43,42,4.6
Accessories,Cluster 1,Charcoal,3468,No,Annually,Female,Scarf,Texas,Bank Transfer,Credit Card,No,Fall,Next Day Air,M,No,18,5,45,5
Accessories,Cluster 1,Indigo,3469,No,Quarterly,Female,Sunglasses,Ohio,Credit Card,Debit Card,No,Winter,Standard,S,No,36,36,89,3.5
Clothing,Cluster 1,Magenta,3470,No,Annually,Female,Socks,North Dakota,Bank Transfer,Cash,No,Fall,Store Pickup,L,No,36,12,85,3.3
Outerwear,Cluster 2,Olive,3471,No,Bi-Weekly,Female,Coat,West Virginia,Cash,Cash,No,Summer,Free Shipping,S,No,19,31,69,4.5
Footwear,Cluster 2,Blue,3472,No,Bi-Weekly,Female,Sandals,North Carolina,Cash,Cash,No,Spring,Store Pickup,S,No,43,31,66,3.1
Clothing,Cluster 1,White,3473,No,Weekly,Female,Blouse,Georgia,Bank Transfer,Debit Card,No,Summer,Free Shipping,S,No,31,15,42,4
Clothing,Cluster 1,Cyan,3474,No,Weekly,Female,Dress,Kansas,Credit Card,Cash,No,Spring,Express,M,No,63,11,40,2.5
Clothing,Cluster 1,Cyan,3475,No,Monthly,Female,Pants,Maine,PayPal,Venmo,No,Winter,Store Pickup,M,No,41,18,82,4.4
Footwear,Cluster 2,Orange,3476,No,Quarterly,Female,Sneakers,South Carolina,Debit Card,Cash,No,Spring,Express,M,No,48,9,88,4.4
Footwear,Cluster 2,Orange,3477,No,Weekly,Female,Boots,South Carolina,Credit Card,Cash,No,Summer,Free Shipping,XL,No,68,11,99,3.2
Accessories,Cluster 2,Teal,3478,No,Bi-Weekly,Female,Handbag,Kentucky,PayPal,Debit Card,No,Spring,Store Pickup,S,No,53,38,85,3.8
Accessories,Cluster 1,Magenta,3479,No,Quarterly,Female,Handbag,Arizona,PayPal,PayPal,No,Fall,Store Pickup,M,No,36,42,57,4.6
Clothing,Cluster 1,Orange,3480,No,Monthly,Female,Sweater,New York,PayPal,Cash,No,Summer,Standard,S,No,46,41,56,4.9
Footwear,Cluster 2,Peach,3481,No,Monthly,Female,Sandals,New Hampshire,Cash,PayPal,No,Winter,Free Shipping,L,No,21,45,79,3.5
Clothing,Cluster 1,Maroon,3482,No,Bi-Weekly,Female,Socks,Ohio,Credit Card,Debit Card,No,Summer,Store Pickup,S,No,52,41,67,3.4
Accessories,Cluster 1,Gold,3483,No,Weekly,Female,Gloves,Hawaii,Venmo,Debit Card,No,Winter,Next Day Air,M,No,66,35,61,3.9
Clothing,Cluster 1,White,3484,No,Every 3 Months,Female,Hoodie,Texas,Venmo,Credit Card,No,Winter,Express,L,No,19,21,37,3.9
Clothing,Cluster 1,Gray,3485,No,Bi-Weekly,Female,Dress,Illinois,Debit Card,Credit Card,No,Fall,Free Shipping,L,No,44,13,75,4.2
Clothing,Cluster 1,Brown,3486,No,Fortnightly,Female,Shirt,Massachusetts,Debit Card,Debit Card,No,Winter,Standard,XL,No,50,23,21,3.4
Clothing,Cluster 1,Charcoal,3487,No,Weekly,Female,Shorts,North Carolina,Debit Card,PayPal,No,Winter,Standard,L,No,51,6,89,4.9
Footwear,Cluster 2,Beige,3488,No,Annually,Female,Sandals,West Virginia,Debit Card,Bank Transfer,No,Fall,Store Pickup,L,No,25,39,24,2.9
Clothing,Cluster 1,Teal,3489,No,Quarterly,Female,Sweater,Delaware,Cash,Cash,No,Spring,Store Pickup,XL,No,62,7,27,4.9
Clothing,Cluster 1,Black,3490,No,Every 3 Months,Female,Dress,Idaho,Bank Transfer,PayPal,No,Summer,2-Day Shipping,L,No,48,32,26,4.6
Footwear,Cluster 2,Violet,3491,No,Quarterly,Female,Boots,Oregon,Venmo,Credit Card,No,Spring,Store Pickup,M,No,62,43,82,3.6
Clothing,Cluster 1,Orange,3492,No,Monthly,Female,Pants,Maine,Bank Transfer,Cash,No,Winter,Express,M,No,22,15,28,4.3
Accessories,Cluster 1,Turquoise,3493,No,Annually,Female,Gloves,South Dakota,PayPal,Bank Transfer,No,Fall,Standard,M,No,48,48,65,4.6
Clothing,Cluster 1,Black,3494,No,Weekly,Female,Pants,New Mexico,Cash,Credit Card,No,Winter,Store Pickup,XL,No,48,35,82,4.7
Accessories,Cluster 1,Silver,3495,No,Quarterly,Female,Scarf,Washington,Credit Card,PayPal,No,Winter,Free Shipping,M,No,62,41,38,3.5
Clothing,Cluster 1,Gray,3496,No,Weekly,Female,Shorts,Georgia,Debit Card,Cash,No,Spring,Free Shipping,XL,No,24,14,33,2.8
Footwear,Cluster 2,Pink,3497,No,Monthly,Female,Shoes,Idaho,Cash,PayPal,No,Summer,Free Shipping,M,No,39,22,38,4
Accessories,Cluster 2,Red,3498,No,Every 3 Months,Female,Handbag,Colorado,PayPal,Venmo,No,Spring,Store Pickup,M,No,35,16,48,4.3
Footwear,Cluster 2,Lavender,3499,No,Bi-Weekly,Female,Sandals,Kentucky,PayPal,Bank Transfer,No,Summer,Standard,M,No,47,2,35,3.8
Clothing,Cluster 1,Indigo,3500,No,Every 3 Months,Female,Socks,New Jersey,Bank Transfer,PayPal,No,Fall,Next Day Air,L,No,22,13,29,3
Clothing,Cluster 1,Silver,3501,No,Fortnightly,Female,Shirt,Oregon,Credit Card,Debit Card,No,Fall,Next Day Air,S,No,38,38,48,4.6
Footwear,Cluster 2,Silver,3502,No,Weekly,Female,Shoes,Nebraska,Bank Transfer,Bank Transfer,No,Fall,Standard,M,No,53,43,87,4.8
Accessories,Cluster 1,Green,3503,No,Quarterly,Female,Backpack,Massachusetts,Bank Transfer,Bank Transfer,No,Fall,Next Day Air,M,No,31,26,62,4.7
Clothing,Cluster 1,Pink,3504,No,Weekly,Female,Shirt,Nebraska,Cash,Cash,No,Spring,Free Shipping,M,No,31,39,96,3.9
Accessories,Cluster 1,Violet,3505,No,Monthly,Female,Handbag,Hawaii,Bank Transfer,Venmo,No,Fall,Next Day Air,S,No,65,50,41,4
Accessories,Cluster 1,Red,3506,No,Every 3 Months,Female,Jewelry,Indiana,Cash,Bank Transfer,No,Winter,2-Day Shipping,L,No,48,40,42,3.7
Clothing,Cluster 1,Olive,3507,No,Fortnightly,Female,Shirt,Illinois,Venmo,Cash,No,Winter,2-Day Shipping,L,No,18,12,57,3.7
Accessories,Cluster 2,Purple,3508,No,Every 3 Months,Female,Handbag,Colorado,Bank Transfer,Credit Card,No,Spring,Store Pickup,S,No,46,33,65,4.2
Clothing,Cluster 1,Gray,3509,No,Weekly,Female,Pants,Pennsylvania,Venmo,Bank Transfer,No,Fall,Standard,M,No,52,49,54,4.7
Clothing,Cluster 1,Brown,3510,No,Bi-Weekly,Female,T-shirt,Ohio,Cash,Venmo,No,Winter,Next Day Air,L,No,50,43,22,4.3
Footwear,Cluster 2,Orange,3511,No,Monthly,Female,Sneakers,Pennsylvania,Credit Card,Venmo,No,Fall,2-Day Shipping,S,No,49,14,96,4.9
Accessories,Cluster 1,Blue,3512,No,Every 3 Months,Female,Jewelry,Mississippi,Venmo,Credit Card,No,Summer,2-Day Shipping,M,No,69,21,81,3.9
Clothing,Cluster 1,White,3513,No,Quarterly,Female,Shirt,Kentucky,Bank Transfer,Debit Card,No,Fall,Free Shipping,M,No,36,31,46,3.4
Clothing,Cluster 1,Charcoal,3514,No,Fortnightly,Female,Blouse,Alaska,Bank Transfer,Credit Card,No,Spring,Store Pickup,XL,No,30,29,74,4.2
Footwear,Cluster 2,Gray,3515,No,Monthly,Female,Sneakers,Georgia,Venmo,Cash,No,Winter,Express,XL,No,25,32,50,4.7
Clothing,Cluster 1,Charcoal,3516,No,Bi-Weekly,Female,Dress,South Dakota,PayPal,Debit Card,No,Winter,Next Day Air,XL,No,19,16,80,4
Footwear,Cluster 2,White,3517,No,Bi-Weekly,Female,Boots,South Carolina,Venmo,PayPal,No,Summer,Free Shipping,S,No,34,38,56,4
Clothing,Cluster 1,Orange,3518,No,Every 3 Months,Female,Skirt,Tennessee,Debit Card,Debit Card,No,Winter,Next Day Air,M,No,29,34,69,3.1
Clothing,Cluster 1,Black,3519,No,Quarterly,Female,Shirt,Colorado,Bank Transfer,PayPal,No,Spring,Standard,M,No,50,30,97,4.2
Clothing,Cluster 1,White,3520,No,Fortnightly,Female,Shorts,Wisconsin,Credit Card,Bank Transfer,No,Winter,Next Day Air,M,No,31,14,66,3.7
Accessories,Cluster 2,Brown,3521,No,Monthly,Female,Hat,Georgia,PayPal,Bank Transfer,No,Spring,Express,S,No,41,33,70,3.1
Footwear,Cluster 2,Pink,3522,No,Weekly,Female,Shoes,Maryland,Credit Card,Venmo,No,Winter,Store Pickup,M,No,52,35,50,3.7
Clothing,Cluster 1,Yellow,3523,No,Quarterly,Female,Pants,New Jersey,Bank Transfer,Cash,No,Spring,Store Pickup,M,No,27,13,85,3.2
Accessories,Cluster 1,Cyan,3524,No,Fortnightly,Female,Backpack,Nevada,PayPal,Cash,No,Summer,Standard,M,No,49,30,59,2.8
Clothing,Cluster 1,Silver,3525,No,Monthly,Female,Pants,Michigan,Credit Card,Credit Card,No,Summer,Free Shipping,L,No,69,30,74,2.9
Accessories,Cluster 1,Olive,3526,No,Annually,Female,Sunglasses,Wyoming,PayPal,Bank Transfer,No,Winter,Standard,L,No,45,47,38,3.5
Clothing,Cluster 1,Olive,3527,No,Every 3 Months,Female,Sweater,Massachusetts,PayPal,PayPal,No,Spring,Express,M,No,20,1,99,3.8
Clothing,Cluster 1,Charcoal,3528,No,Weekly,Female,Blouse,Washington,Cash,Cash,No,Spring,Free Shipping,S,No,25,1,97,4.7
Accessories,Cluster 1,Gray,3529,No,Annually,Female,Scarf,Maine,Cash,PayPal,No,Summer,Free Shipping,L,No,38,33,67,4.5
Clothing,Cluster 1,Maroon,3530,No,Weekly,Female,T-shirt,Montana,Credit Card,Bank Transfer,No,Winter,Next Day Air,S,No,55,43,20,3.9
Accessories,Cluster 2,Black,3531,No,Weekly,Female,Sunglasses,Oklahoma,Bank Transfer,PayPal,No,Spring,Express,L,No,62,37,45,3.4
Footwear,Cluster 2,Violet,3532,No,Quarterly,Female,Shoes,North Dakota,Credit Card,Cash,No,Winter,2-Day Shipping,XL,No,54,23,52,4.6
Clothing,Cluster 1,Indigo,3533,No,Annually,Female,Pants,Connecticut,Credit Card,Credit Card,No,Fall,Standard,L,No,61,12,68,4.6
Footwear,Cluster 2,Yellow,3534,No,Fortnightly,Female,Sneakers,Texas,Venmo,Venmo,No,Fall,Standard,L,No,50,30,98,4.7
Footwear,Cluster 2,Gray,3535,No,Weekly,Female,Shoes,Delaware,Venmo,Cash,No,Fall,Express,M,No,65,7,83,3.2
Clothing,Cluster 1,Red,3536,No,Monthly,Female,Shorts,Mississippi,Bank Transfer,Debit Card,No,Summer,Express,M,No,68,20,51,5
Accessories,Cluster 2,Peach,3537,No,Monthly,Female,Handbag,Minnesota,Venmo,Venmo,No,Spring,Express,L,No,55,10,21,4.5
Accessories,Cluster 2,Gray,3538,No,Every 3 Months,Female,Handbag,Georgia,Venmo,Credit Card,No,Spring,Standard,M,No,57,40,92,3.5
Footwear,Cluster 2,White,3539,No,Monthly,Female,Shoes,Iowa,Venmo,Venmo,No,Spring,Store Pickup,S,No,56,21,63,4.5
Accessories,Cluster 2,Green,3540,No,Bi-Weekly,Female,Jewelry,New York,Venmo,Credit Card,No,Spring,Express,S,No,29,17,56,3.2
Clothing,Cluster 1,Magenta,3541,No,Weekly,Female,Shorts,Nevada,Bank Transfer,Bank Transfer,No,Spring,Free Shipping,M,No,24,5,95,4.6
Clothing,Cluster 1,Olive,3542,No,Annually,Female,Blouse,Virginia,Cash,PayPal,No,Winter,Next Day Air,M,No,59,22,66,4
Outerwear,Cluster 2,Olive,3543,No,Weekly,Female,Coat,Idaho,Bank Transfer,Venmo,No,Spring,Express,S,No,62,5,28,4.2
Accessories,Cluster 1,Blue,3544,No,Every 3 Months,Female,Hat,Colorado,Credit Card,PayPal,No,Winter,Standard,M,No,58,18,83,4.1
Clothing,Cluster 1,Charcoal,3545,No,Every 3 Months,Female,Socks,Wisconsin,PayPal,Cash,No,Fall,2-Day Shipping,XL,No,64,42,55,3.6
Footwear,Cluster 2,Yellow,3546,No,Annually,Female,Sandals,Connecticut,Venmo,Debit Card,No,Spring,2-Day Shipping,M,No,48,22,28,3.7
Accessories,Cluster 1,Violet,3547,No,Bi-Weekly,Female,Scarf,Kansas,Bank Transfer,Bank Transfer,No,Summer,Free Shipping,M,No,60,37,79,3.6
Accessories,Cluster 1,Magenta,3548,No,Annually,Female,Scarf,Pennsylvania,Debit Card,Credit Card,No,Summer,Standard,L,No,52,23,31,3.8
Clothing,Cluster 1,Red,3549,No,Fortnightly,Female,Blouse,Utah,Venmo,Debit Card,No,Fall,Standard,M,No,63,47,37,3
Clothing,Cluster 1,Cyan,3550,No,Fortnightly,Female,T-shirt,Oregon,Credit Card,Bank Transfer,No,Summer,2-Day Shipping,M,No,44,11,34,3.4
Footwear,Cluster 2,Orange,3551,No,Weekly,Female,Shoes,West Virginia,Venmo,Cash,No,Winter,Standard,S,No,63,32,74,4.8
Accessories,Cluster 2,Black,3552,No,Weekly,Female,Gloves,Montana,Credit Card,Venmo,No,Spring,Store Pickup,L,No,66,20,31,2.6
Accessories,Cluster 1,Blue,3553,No,Quarterly,Female,Sunglasses,Kentucky,Credit Card,PayPal,No,Winter,Next Day Air,M,No,22,3,66,2.9
Footwear,Cluster 2,Charcoal,3554,No,Weekly,Female,Shoes,Minnesota,Cash,Bank Transfer,No,Spring,Free Shipping,M,No,62,32,99,4.9
Clothing,Cluster 1,Indigo,3555,No,Fortnightly,Female,Dress,Louisiana,Bank Transfer,Credit Card,No,Spring,Free Shipping,M,No,39,5,55,5
Clothing,Cluster 1,Silver,3556,No,Quarterly,Female,Blouse,Delaware,PayPal,Cash,No,Spring,Next Day Air,L,No,25,45,23,4.6
Clothing,Cluster 1,Brown,3557,No,Bi-Weekly,Female,Sweater,Arizona,Bank Transfer,Cash,No,Fall,Express,M,No,70,43,88,4.2
Outerwear,Cluster 2,Peach,3558,No,Every 3 Months,Female,Jacket,Nevada,PayPal,PayPal,No,Summer,Next Day Air,M,No,52,1,26,4.9
Accessories,Cluster 1,Magenta,3559,No,Quarterly,Female,Backpack,Alaska,Credit Card,Venmo,No,Summer,Standard,L,No,68,9,94,4.8
Clothing,Cluster 1,Beige,3560,No,Every 3 Months,Female,Shorts,Utah,Debit Card,Venmo,No,Fall,Next Day Air,M,No,18,13,25,3
Clothing,Cluster 1,Violet,3561,No,Annually,Female,Socks,Kansas,Cash,Credit Card,No,Fall,Express,XL,No,18,5,96,3.5
Footwear,Cluster 2,Black,3562,No,Fortnightly,Female,Sneakers,North Carolina,Cash,Credit Card,No,Spring,Standard,L,No,63,39,29,3.4
Footwear,Cluster 2,Cyan,3563,No,Weekly,Female,Sneakers,Maryland,PayPal,Bank Transfer,No,Winter,Free Shipping,M,No,47,7,36,3.4
Clothing,Cluster 1,Green,3564,No,Every 3 Months,Female,Blouse,Maine,Credit Card,Credit Card,No,Summer,Standard,M,No,43,8,90,4.9
Accessories,Cluster 1,Brown,3565,No,Annually,Female,Gloves,Illinois,PayPal,Venmo,No,Summer,Free Shipping,S,No,60,40,38,4.4
Accessories,Cluster 2,Gray,3566,No,Monthly,Female,Handbag,Pennsylvania,Cash,PayPal,No,Spring,Store Pickup,S,No,49,35,52,4.2
Clothing,Cluster 1,Orange,3567,No,Monthly,Female,Jeans,Alaska,Credit Card,Venmo,No,Spring,Next Day Air,S,No,28,14,88,3.1
Accessories,Cluster 1,Silver,3568,No,Monthly,Female,Scarf,New Mexico,Venmo,Credit Card,No,Summer,Next Day Air,S,No,32,26,56,4
Footwear,Cluster 2,Purple,3569,No,Quarterly,Female,Sandals,Arkansas,Cash,PayPal,No,Spring,Next Day Air,M,No,29,14,71,4.8
Footwear,Cluster 2,Olive,3570,No,Fortnightly,Female,Sandals,Alaska,Credit Card,Bank Transfer,No,Fall,Express,M,No,35,9,94,3.3
Clothing,Cluster 1,Teal,3571,No,Annually,Female,Dress,Louisiana,PayPal,Debit Card,No,Winter,Standard,XL,No,23,32,97,4.7
Clothing,Cluster 1,White,3572,No,Every 3 Months,Female,Skirt,North Dakota,Cash,Bank Transfer,No,Summer,Standard,M,No,70,15,27,3.2
Clothing,Cluster 1,Black,3573,No,Monthly,Female,Shorts,Rhode Island,Bank Transfer,Credit Card,No,Spring,Standard,M,No,23,25,28,5
Clothing,Cluster 1,Maroon,3574,No,Monthly,Female,Jeans,Connecticut,Cash,PayPal,No,Fall,Free Shipping,L,No,43,27,67,4.9
Clothing,Cluster 1,Cyan,3575,No,Quarterly,Female,Socks,New York,Cash,Bank Transfer,No,Fall,Express,M,No,29,39,70,4.9
Outerwear,Cluster 2,Violet,3576,No,Bi-Weekly,Female,Coat,Kentucky,Cash,Venmo,No,Fall,Express,M,No,61,49,95,3.7
Footwear,Cluster 2,Yellow,3577,No,Bi-Weekly,Female,Boots,Maine,Cash,Venmo,No,Spring,Express,L,No,29,12,24,3
Accessories,Cluster 1,Yellow,3578,No,Weekly,Female,Belt,Missouri,PayPal,Bank Transfer,No,Winter,Standard,S,No,66,13,35,2.6
Footwear,Cluster 2,Olive,3579,No,Quarterly,Female,Shoes,Georgia,Credit Card,Bank Transfer,No,Winter,Standard,L,No,46,22,22,2.6
Accessories,Cluster 1,Olive,3580,No,Every 3 Months,Female,Scarf,Arizona,Bank Transfer,Credit Card,No,Fall,Standard,L,No,34,19,66,4.8
Clothing,Cluster 1,Magenta,3581,No,Bi-Weekly,Female,Blouse,New Hampshire,Bank Transfer,Cash,No,Summer,2-Day Shipping,M,No,51,3,83,3.2
Clothing,Cluster 1,Orange,3582,No,Weekly,Female,Dress,Georgia,Venmo,Credit Card,No,Fall,Next Day Air,M,No,26,50,95,4.9
Clothing,Cluster 1,Beige,3583,No,Annually,Female,Shorts,California,Cash,PayPal,No,Summer,2-Day Shipping,S,No,23,15,41,3.4
Clothing,Cluster 1,Brown,3584,No,Every 3 Months,Female,Blouse,Arizona,Debit Card,Credit Card,No,Summer,Store Pickup,L,No,52,44,77,2.7
Footwear,Cluster 2,Indigo,3585,No,Monthly,Female,Sneakers,Florida,Debit Card,Debit Card,No,Fall,Express,L,No,39,48,52,4.8
Accessories,Cluster 1,Gray,3586,No,Bi-Weekly,Female,Gloves,New York,Cash,Venmo,No,Winter,Standard,XL,No,39,4,41,4.1
Clothing,Cluster 1,Yellow,3587,No,Bi-Weekly,Female,Hoodie,Idaho,PayPal,PayPal,No,Winter,Store Pickup,M,No,33,12,28,4.6
Clothing,Cluster 1,Violet,3588,No,Annually,Female,Sweater,Virginia,Debit Card,Debit Card,No,Summer,Standard,S,No,33,33,90,4.4
